Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
4,62,Yes,4,3,55.4
4,72,Yes,5,9,63.1
5,72,No,7,1,60.4
6,59,Yes,8,0,55.5
7,43,Yes,6,4,67.7
4,40,No,8,5,49.0
8,93,No,5,1,72.4
6,81,Yes,7,2,67.1
1,73,No,7,9,57.6
1,66,Yes,8,2,49.3
9,60,No,8,1,70.9
6,63,No,9,3,65.5
8,54,Yes,8,4,66.2
7,74,No,5,7,77.6
6,64,No,4,5,56.6
4,94,No,9,8,75.7
7,48,Yes,4,2,53.9
9,56,Yes,6,9,87.8
7,60,Yes,5,8,69.3
1,99,No,9,3,64.4
9,52,No,7,7,64.0
4,42,No,9,9,64.8
3,43,No,6,6,53.9
4,43,Yes,7,6,59.7
4,82,Yes,9,8,79.0
2,67,No,7,9,58.8
1,46,Yes,8,1,34.2
1,65,Yes,7,4,46.8
8,50,Yes,9,2,65.5
2,63,No,7,6,59.4
5,82,Yes,5,2,64.2
4,49,Yes,8,4,60.5
8,76,Yes,8,4,96.6
2,52,Yes,6,1,50.1
9,83,Yes,8,0,79.6
7,81,No,4,5,70.1
7,78,Yes,5,0,70.4
1,58,Yes,6,8,58.9
2,90,No,4,9,69.7
4,58,Yes,7,4,66.1
4,51,No,4,0,35.7
3,91,No,6,7,71.3
7,61,No,8,0,60.7
8,86,No,5,3,79.3
2,76,Yes,6,6,59.1
4,95,Yes,4,3,68.8
3,69,No,4,4,43.2
2,85,Yes,6,6,64.9
6,51,No,9,3,69.5
4,68,Yes,9,4,63.1
6,60,Yes,6,6,68.5
2,50,No,9,0,45.8
4,99,Yes,6,2,72.0
6,76,No,8,0,54.8
5,87,Yes,6,2,67.6
3,97,Yes,7,1,66.7
8,57,Yes,5,4,76.1
7,83,No,5,9,89.1
3,98,No,7,4,67.9
6,66,No,4,9,74.6
4,76,Yes,4,8,69.0
5,87,No,4,7,69.8
5,51,No,4,2,53.4
7,62,No,8,0,66.4
5,73,Yes,7,4,69.5
3,77,Yes,5,2,52.5
5,62,Yes,7,4,63.7
7,92,Yes,5,8,88.0
5,64,No,4,0,53.7
5,43,Yes,8,0,48.2
9,69,No,6,8,84.2
3,69,Yes,6,2,55.0
6,52,No,9,9,72.0
1,81,No,4,4,51.2
5,88,Yes,4,8,78.3
8,53,No,7,4,63.6
5,95,No,8,2,68.7
9,86,No,8,8,86.9
6,47,No,7,6,58.6
8,94,Yes,8,6,99.7
8,63,Yes,8,7,85.5
3,57,No,6,4,46.3
7,74,Yes,8,1,70.1
7,64,No,4,8,67.8
6,56,No,6,2,60.0
7,71,Yes,4,1,65.2
2,95,No,4,9,72.4
9,63,Yes,7,9,86.6
1,46,No,9,4,48.4
1,52,Yes,8,7,47.3
3,66,Yes,8,2,52.9
3,87,No,8,5,65.3
1,44,Yes,8,8,56.1
7,75,No,6,1,62.8
4,65,Yes,5,7,59.7
2,81,No,4,9,63.4
5,84,Yes,9,6,91.8
6,70,Yes,9,2,64.6
9,49,Yes,5,0,67.8
4,85,No,5,5,65.5
2,65,Yes,5,1,45.5
5,61,No,6,2,51.9
3,51,Yes,5,4,52.5
2,71,Yes,6,7,66.6
1,66,No,7,1,49.9
2,72,Yes,7,5,60.7
6,92,No,9,0,67.8
8,91,No,7,6,95.8
3,59,No,6,3,46.8
9,78,No,6,0,67.8
9,80,No,4,8,86.9
2,79,Yes,5,8,60.3
8,98,No,8,2,80.7
5,52,Yes,8,5,66.4
4,53,No,5,6,69.1
5,83,No,8,3,71.5
4,79,Yes,8,5,76.5
8,92,Yes,8,8,93.3
4,61,No,9,9,71.2
6,57,No,6,5,53.2
2,87,Yes,6,6,59.1
5,68,Yes,6,5,67.5
6,82,No,5,6,75.1
5,55,No,7,0,54.2
2,85,No,9,5,63.6
7,74,Yes,9,8,94.1
4,92,No,8,2,69.6
8,73,Yes,4,5,67.1
7,42,Yes,6,3,50.2
7,43,No,9,6,67.8
9,93,No,9,6,93.0
1,44,Yes,4,8,47.2
6,49,No,8,3,56.9
6,91,No,9,7,81.9
6,68,Yes,9,7,75.0
6,71,No,7,7,73.6
7,70,Yes,4,7,79.7
6,41,Yes,8,5,57.0
1,51,No,8,7,49.2
3,66,Yes,6,5,66.0
2,44,Yes,7,9,47.4
6,76,No,8,1,68.6
8,66,Yes,7,2,70.9
3,62,No,6,5,50.4
8,72,Yes,4,6,75.0
8,43,Yes,9,3,72.9
5,98,Yes,9,0,72.5
8,60,Yes,5,3,63.1
6,63,Yes,5,5,62.4
5,83,Yes,5,7,72.7
9,70,Yes,9,3,86.3
7,83,No,7,9,83.7
8,87,Yes,5,0,73.2
1,63,No,4,4,39.2
2,88,Yes,8,6,67.2
8,92,Yes,7,5,87.5
9,49,No,9,2,63.9
4,88,No,4,6,63.3
9,88,No,9,3,83.6
4,89,Yes,7,4,78.6
9,41,No,7,6,70.7
7,70,Yes,7,1,63.5
2,64,Yes,6,3,54.8
9,43,No,8,3,71.2
4,90,Yes,5,5,65.9
8,50,No,6,6,77.1
7,56,No,8,3,66.8
7,83,No,9,9,91.3
8,41,No,5,0,53.7
1,45,Yes,6,0,35.2
5,48,Yes,6,4,56.1
2,44,No,4,0,33.8
2,59,No,6,2,41.9
1,68,Yes,7,8,68.1
5,60,Yes,9,2,52.0
2,48,No,6,2,34.7
4,67,Yes,7,8,72.1
3,94,Yes,8,4,70.7
3,47,Yes,8,7,55.8
2,70,Yes,7,9,67.4
6,59,No,4,8,60.5
2,66,Yes,4,5,47.2
8,47,No,8,6,70.2
8,93,No,9,6,92.6
5,60,No,6,6,58.9
7,67,Yes,8,3,63.3
4,62,Yes,8,1,56.9
1,45,No,7,1,36.4
2,42,Yes,4,6,39.3
4,44,No,9,9,61.1
1,48,No,7,6,49.7
8,46,Yes,8,9,73.6
9,99,Yes,5,6,93.4
4,43,Yes,6,7,53.9
3,78,No,8,2,68.6
2,44,No,7,4,37.0
5,50,Yes,5,5,48.9
3,54,No,5,7,56.6
7,73,No,8,7,78.1
6,52,No,9,9,68.1
1,93,Yes,4,2,51.2
8,87,Yes,5,3,86.9
2,46,Yes,6,5,47.4
5,79,No,7,3,72.9
9,45,Yes,7,9,74.8
8,95,No,7,3,87.9
2,78,No,8,4,53.4
9,89,No,7,9,100.0
5,69,Yes,7,6,76.3
6,61,No,6,1,51.4
3,64,Yes,4,1,49.2
3,67,No,9,9,69.8
8,93,Yes,8,8,100.0
2,59,Yes,8,3,45.9
2,78,Yes,7,4,57.7
5,42,Yes,6,2,50.5
6,44,Yes,5,1,58.6
2,40,Yes,7,9,54.8
5,54,Yes,7,7,61.7
7,65,Yes,8,3,73.1
8,42,No,8,0,51.7
7,79,No,7,5,68.2
8,96,No,8,5,87.6
9,80,No,6,1,75.9
5,86,No,5,1,62.4
5,81,Yes,5,7,74.7
4,73,Yes,5,6,74.6
9,91,Yes,7,1,91.2
5,44,Yes,9,9,65.5
2,70,Yes,7,0,53.2
8,90,No,7,7,99.8
7,52,No,6,9,81.1
8,82,Yes,5,1,78.3
3,40,No,8,4,45.8
4,61,No,8,5,53.9
5,54,Yes,4,9,61.3
6,65,Yes,4,0,58.6
1,57,No,9,1,43.3
4,87,No,8,9,79.1
5,48,Yes,5,3,57.8
7,40,No,7,1,58.8
5,82,Yes,8,5,81.1
1,48,No,9,3,45.9
7,62,No,9,2,69.4
8,82,Yes,8,5,83.2
7,84,No,4,8,80.5
4,97,Yes,5,7,79.1
8,41,No,8,1,58.1
5,53,No,7,2,45.2
9,77,Yes,7,1,79.4
5,79,No,6,9,75.8
1,57,Yes,7,6,51.1
9,55,Yes,8,8,87.4
5,92,No,8,0,69.1
6,68,Yes,7,2,71.7
4,83,Yes,4,5,69.2
6,50,Yes,5,3,55.6
8,45,No,9,9,84.1
3,42,Yes,8,9,67.8
5,53,Yes,7,0,52.1
2,99,No,9,8,82.3
2,41,Yes,7,6,49.7
7,71,Yes,8,6,85.6
6,70,Yes,6,0,67.6
4,50,No,5,8,54.3
5,61,No,8,7,74.9
1,42,No,9,9,52.0
7,89,No,7,4,80.5
8,70,No,6,3,76.6
9,72,No,8,0,71.0
8,63,Yes,5,8,84.7
5,40,No,6,7,57.3
3,83,No,9,1,56.9
9,54,No,7,3,72.8
6,76,No,4,3,69.7
5,66,Yes,5,6,66.9
3,77,Yes,6,2,52.2
6,87,No,8,7,80.2
3,66,Yes,8,6,60.4
6,83,No,6,9,92.6
4,51,Yes,8,3,51.0
2,42,No,6,8,37.4
8,69,No,5,5,71.2
4,71,No,8,2,59.3
9,62,No,5,6,76.0
7,41,Yes,7,5,65.3
2,46,No,7,7,43.5
4,73,Yes,7,4,65.0
5,71,Yes,7,5,64.4
3,92,Yes,8,0,66.8
9,78,No,6,7,80.0
5,71,Yes,8,0,60.5
2,82,Yes,9,2,56.3
3,82,Yes,8,1,65.1
9,53,No,5,5,67.8
7,42,Yes,6,7,62.0
2,85,No,4,7,66.3
9,71,Yes,4,6,70.9
4,82,Yes,6,6,74.3
9,75,No,4,7,83.2
2,56,No,6,4,59.0
4,87,Yes,5,2,66.6
5,42,No,5,1,46.3
2,96,Yes,8,2,60.1
1,49,Yes,4,2,35.0
7,92,No,6,6,83.6
1,86,No,5,0,52.5
8,79,No,8,6,79.8
3,57,Yes,4,5,43.1
6,42,Yes,4,9,65.2
7,78,Yes,4,1,58.7
1,49,No,5,9,52.6
6,91,No,5,0,72.5
7,48,No,4,8,70.9
6,85,Yes,5,1,65.0
4,94,No,4,3,71.7
1,85,No,7,8,60.2
9,50,Yes,5,8,73.1
4,99,No,6,0,69.7
7,72,No,5,1,61.0
7,75,Yes,4,1,66.3
2,65,Yes,6,1,52.1
1,66,Yes,8,7,53.4
8,77,Yes,6,7,82.1
8,61,Yes,6,9,79.5
7,65,Yes,5,7,73.8
8,61,No,9,3,68.3
3,44,No,6,7,53.0
2,74,Yes,6,6,62.4
7,41,Yes,4,7,63.9
8,74,No,5,0,66.2
1,48,Yes,4,2,32.4
9,90,Yes,5,9,96.1
4,90,No,8,5,63.6
4,88,No,9,0,67.7
3,57,Yes,6,3,48.5
6,82,Yes,5,8,77.7
1,51,No,6,6,40.2
6,42,Yes,6,0,50.5
2,57,No,7,5,47.6
9,95,No,4,5,88.6
2,77,Yes,9,1,51.1
7,46,No,5,5,61.1
1,72,No,8,9,64.4
7,45,No,9,1,62.0
5,57,Yes,7,7,71.1
8,84,Yes,4,6,78.1
4,61,Yes,8,5,63.7
7,90,No,8,9,90.0
6,78,No,6,5,66.0
5,90,Yes,4,8,78.4
4,48,No,7,8,52.7
7,74,No,5,9,80.8
5,62,Yes,5,9,76.8
5,51,No,7,1,55.4
1,91,No,6,2,54.9
2,63,No,6,9,60.5
5,89,No,8,6,76.5
3,79,No,4,9,76.9
2,48,No,8,8,53.1
4,52,Yes,5,5,48.7
4,79,Yes,7,0,62.9
4,93,No,4,6,71.5
4,81,Yes,7,0,54.4
3,56,Yes,4,4,47.9
7,46,Yes,9,8,76.2
9,56,No,5,9,76.6
5,94,Yes,5,9,88.2
4,89,No,9,8,75.2
2,63,Yes,4,0,39.9
2,41,Yes,6,5,43.3
5,74,No,4,2,59.4
7,67,Yes,5,8,81.0
9,58,No,7,2,71.4
7,72,Yes,8,1,61.1
5,60,Yes,7,7,69.8
6,92,Yes,5,2,74.7
3,49,Yes,7,4,54.6
5,92,No,6,5,72.4
8,85,No,6,9,89.1
1,84,Yes,4,9,61.3
1,48,No,7,0,39.6
7,77,Yes,7,6,74.1
5,45,No,5,6,57.3
5,90,No,4,4,62.5
1,92,No,4,8,59.9
9,81,Yes,7,1,79.2
1,94,No,8,4,51.2
5,74,No,7,1,52.6
9,57,Yes,7,1,61.8
4,92,Yes,7,8,82.4
8,58,Yes,6,6,80.3
6,44,No,9,3,50.1
3,64,No,4,7,55.2
4,50,No,9,3,54.9
2,49,No,6,0,37.0
1,56,No,8,9,65.9
8,75,No,5,2,70.3
1,65,Yes,8,9,57.9
1,70,No,4,0,41.2
4,71,No,5,1,59.9
6,60,No,9,1,54.0
9,57,Yes,8,6,84.0
1,99,No,4,3,55.2
7,57,Yes,8,9,75.5
5,40,No,5,8,53.8
8,53,Yes,5,1,69.7
7,47,Yes,8,8,78.2
4,41,Yes,6,5,54.5
4,90,No,8,9,72.5
6,54,Yes,9,7,76.5
6,99,No,8,6,90.2
9,73,Yes,8,7,82.9
5,75,No,6,8,72.6
8,40,Yes,7,7,76.5
5,90,Yes,5,5,78.4
2,60,No,9,7,61.7
6,81,Yes,4,7,76.6
9,40,No,5,1,62.4
3,71,Yes,5,1,52.2
1,59,Yes,7,0,43.4
1,93,No,5,9,67.9
3,86,No,5,1,49.1
5,75,No,6,6,63.9
3,78,Yes,6,2,50.4
9,69,No,6,3,72.2
8,46,No,6,3,65.5
3,61,Yes,6,3,54.6
9,96,No,9,1,85.2
6,89,No,4,5,79.4
7,84,Yes,7,0,70.1
4,49,Yes,8,4,59.4
4,95,Yes,9,1,68.8
2,47,Yes,6,8,46.3
5,66,Yes,7,1,55.6
8,49,No,8,5,65.7
7,53,Yes,5,3,55.1
7,85,Yes,9,5,84.2
6,98,Yes,5,1,69.0
3,91,No,7,1,66.9
5,93,No,4,6,71.5
1,50,No,4,2,29.3
7,45,No,7,2,51.6
9,60,Yes,4,6,70.9
1,72,Yes,4,7,59.7
2,58,Yes,5,6,57.5
3,78,No,4,2,41.7
3,63,Yes,4,2,59.5
8,57,No,7,6,73.7
7,74,No,4,2,69.2
6,91,No,9,1,68.9
4,82,Yes,6,6,65.9
9,76,Yes,6,2,76.7
1,58,Yes,7,4,50.1
2,92,Yes,6,6,68.9
4,63,No,5,1,54.5
3,95,Yes,9,7,70.2
1,73,No,9,1,52.7
5,61,No,7,3,61.0
7,43,No,4,3,55.3
2,96,No,6,7,61.7
5,49,No,5,0,40.6
6,41,No,7,8,67.1
7,47,No,7,5,51.5
1,72,Yes,4,3,37.8
7,98,Yes,8,5,91.0
4,77,No,6,5,66.6
8,82,Yes,5,8,83.6
4,98,Yes,7,3,69.0
6,67,Yes,6,7,78.6
9,49,Yes,5,0,66.0
5,84,No,9,5,72.9
4,40,Yes,9,4,48.4
8,73,No,5,2,76.1
9,42,No,9,3,61.4
4,48,Yes,7,7,64.1
3,44,Yes,6,9,64.1
8,81,No,5,1,69.9
5,49,No,7,7,58.7
2,51,Yes,6,6,43.3
9,57,Yes,6,0,66.6
3,97,No,7,1,54.5
2,60,Yes,6,6,56.5
1,60,No,8,2,33.4
8,40,No,5,1,45.1
3,42,No,5,0,35.5
7,44,No,6,6,67.3
1,64,Yes,7,2,45.2
1,97,No,4,5,63.6
9,88,No,9,9,95.4
8,47,Yes,6,7,83.7
3,56,Yes,4,5,45.2
6,48,No,6,6,57.6
3,71,Yes,4,5,64.7
4,45,Yes,6,6,54.7
1,88,No,7,4,61.9
5,79,Yes,9,8,75.0
1,60,Yes,4,2,35.7
1,46,Yes,8,5,49.9
7,46,Yes,7,8,65.2
6,86,Yes,9,0,65.8
2,78,No,6,4,54.6
2,93,Yes,4,3,65.8
7,66,No,9,8,82.2
1,47,No,5,0,28.8
2,48,Yes,7,3,46.5
8,67,Yes,4,0,55.1
6,54,Yes,7,2,57.2
2,41,Yes,4,3,40.6
7,46,Yes,5,0,54.6
4,86,Yes,8,4,74.5
2,57,Yes,5,5,53.8
6,61,Yes,6,0,58.5
9,89,Yes,7,9,86.0
9,49,Yes,8,9,85.8
8,93,Yes,7,3,82.3
3,89,Yes,9,3,66.7
3,72,No,4,0,43.4
2,46,Yes,6,1,40.9
5,42,No,6,9,54.0
4,53,No,7,4,45.1
7,83,Yes,6,1,65.5
4,85,No,7,2,67.1
9,75,Yes,4,8,84.3
2,52,Yes,4,4,47.3
6,55,No,7,0,55.9
7,55,Yes,5,4,67.0
4,93,No,5,2,65.3
6,44,No,4,0,42.0
7,91,Yes,8,2,83.2
4,64,No,5,5,59.0
8,77,No,7,9,79.4
9,77,Yes,4,4,79.6
1,89,No,6,0,47.4
7,77,Yes,6,1,71.6
9,78,Yes,5,4,81.3
5,95,Yes,8,8,85.3
2,95,Yes,9,4,77.3
6,87,No,5,4,74.3
7,80,Yes,8,0,71.7
2,65,No,5,4,42.9
2,98,No,6,7,69.8
1,52,Yes,8,8,51.0
4,83,Yes,6,9,68.9
7,90,Yes,7,2,76.0
9,65,No,7,3,72.3
3,94,Yes,4,6,74.2
7,94,No,6,6,88.0
7,40,Yes,6,0,55.8
7,47,Yes,4,5,61.9
2,43,No,7,8,50.3
6,60,No,7,4,66.3
2,61,Yes,8,7,63.6
6,90,Yes,8,9,91.8
3,92,Yes,9,8,82.3
2,97,No,7,9,74.0
6,76,Yes,9,9,84.5
2,88,Yes,5,2,45.6
5,42,No,6,0,41.6
2,58,Yes,8,1,43.6
3,40,No,5,4,42.5
3,68,No,8,9,64.3
6,62,Yes,4,6,67.5
6,72,Yes,6,5,62.5
3,94,No,9,3,62.8
3,91,No,9,8,72.8
1,80,Yes,8,3,51.3
7,62,No,7,2,79.4
8,44,No,9,4,57.0
2,46,Yes,4,3,43.8
4,96,No,4,1,65.4
7,97,No,7,2,75.6
8,45,No,4,6,65.7
1,88,No,6,1,52.8
4,61,No,8,0,51.1
6,88,No,4,1,55.4
3,52,Yes,6,7,59.3
5,51,Yes,7,7,70.3
9,43,Yes,8,9,92.0
3,47,Yes,7,1,37.9
5,76,No,8,5,69.0
8,70,Yes,4,6,76.9
6,76,No,4,0,56.9
4,84,Yes,8,6,66.2
8,65,No,6,7,82.5
3,82,Yes,6,8,76.3
3,47,No,6,7,54.2
4,79,Yes,5,2,58.0
9,72,Yes,9,7,89.7
5,84,Yes,9,2,70.2
8,68,Yes,9,5,74.7
6,44,Yes,6,3,60.1
3,67,No,4,6,55.4
8,92,Yes,5,7,92.7
9,79,No,6,9,91.4
8,56,Yes,4,5,64.4
4,94,Yes,5,9,75.5
6,62,Yes,4,3,67.4
1,84,No,8,7,65.9
4,48,Yes,4,6,52.3
8,41,Yes,5,9,75.7
1,71,No,6,7,50.5
3,90,No,9,9,83.4
1,91,No,5,6,52.6
9,88,No,6,2,80.7
2,70,Yes,6,2,50.3
9,46,No,7,8,76.5
4,69,No,8,6,68.9
2,97,Yes,7,0,64.3
4,42,No,9,2,46.2
6,90,No,5,0,54.5
7,90,No,7,5,72.4
3,95,Yes,9,1,65.1
3,48,No,6,6,50.9
8,49,No,5,7,71.0
5,85,No,7,5,73.0
4,89,Yes,4,4,71.1
7,97,Yes,9,9,100.0
7,86,No,9,3,78.9
9,65,Yes,8,8,90.3
9,40,No,4,7,63.7
5,69,Yes,5,4,63.9
8,96,Yes,7,0,80.9
1,77,No,6,7,58.1
9,54,No,7,7,73.8
8,64,No,5,6,73.9
6,45,Yes,5,6,62.0
3,57,No,5,7,56.4
3,40,Yes,5,0,35.0
8,95,Yes,9,2,86.6
5,42,No,7,3,61.7
7,56,Yes,4,5,66.2
5,87,Yes,6,9,87.7
8,47,No,6,9,80.9
4,99,Yes,8,8,77.3
2,88,Yes,9,3,63.7
3,79,No,5,5,58.8
8,56,No,5,8,84.0
7,64,No,5,8,83.0
2,80,Yes,9,5,58.2
6,51,Yes,4,4,53.4
9,68,Yes,5,2,79.3
4,64,No,8,4,57.0
9,90,Yes,8,2,89.7
2,75,Yes,4,4,52.9
2,92,Yes,9,9,72.9
9,93,No,5,9,100.0
7,64,No,7,0,57.0
7,68,No,7,5,71.6
1,50,Yes,6,6,41.8
6,99,Yes,4,1,66.0
7,43,No,7,2,56.5
6,53,No,6,9,64.4
6,85,Yes,8,8,93.5
2,77,No,6,7,64.2
6,56,Yes,5,3,63.9
4,41,No,5,7,50.4
9,47,No,8,7,75.0
1,75,No,4,5,51.7
8,49,Yes,9,0,50.6
5,46,No,5,1,43.1
1,75,Yes,5,3,40.9
4,55,No,6,3,52.1
1,53,No,6,1,29.9
6,55,Yes,6,8,70.4
2,64,Yes,7,1,43.7
5,80,No,8,5,78.6
7,43,Yes,4,4,70.0
2,68,No,6,3,53.8
6,95,Yes,4,5,82.9
6,45,Yes,6,3,56.8
5,40,No,5,8,53.9
5,78,No,4,9,63.1
3,40,Yes,7,6,52.9
2,90,Yes,6,2,57.5
7,79,No,9,9,88.7
1,96,Yes,8,3,59.3
6,42,Yes,5,0,40.8
6,40,Yes,6,5,53.2
3,40,Yes,4,1,45.2
2,78,No,6,3,62.9
2,60,No,5,4,38.6
9,84,Yes,8,7,90.7
5,69,Yes,8,2,55.4
7,71,No,8,5,75.2
5,72,Yes,9,0,63.2
7,87,Yes,5,8,85.2
4,61,Yes,9,0,52.4
8,69,Yes,9,1,75.3
7,93,Yes,6,0,77.0
5,85,No,5,7,76.5
6,43,Yes,5,3,60.8
5,62,Yes,6,1,54.6
7,94,Yes,7,6,84.7
2,83,No,9,7,72.5
5,64,Yes,8,8,71.3
3,51,Yes,4,4,46.8
9,56,No,9,2,68.7
6,92,No,4,0,72.3
3,54,No,6,7,58.0
7,49,No,4,5,54.4
4,74,Yes,7,4,65.1
3,94,Yes,5,6,72.6
8,91,Yes,8,4,81.8
4,91,No,4,3,64.2
1,68,Yes,4,4,46.9
6,51,No,6,6,56.3
1,40,No,6,5,31.8
5,40,Yes,5,9,68.8
7,49,No,8,9,69.9
6,57,No,4,8,70.8
2,86,Yes,5,9,73.2
4,41,Yes,8,1,44.3
2,88,No,5,6,64.2
1,47,Yes,4,0,32.9
3,61,Yes,6,7,65.4
3,61,No,6,3,50.8
7,65,No,6,7,71.8
1,65,Yes,7,7,63.6
9,48,Yes,5,3,70.9
6,60,No,4,3,53.8
4,70,Yes,5,4,59.6
3,91,No,6,6,74.4
3,82,No,9,5,74.3
2,45,Yes,9,0,40.6
2,95,Yes,5,5,67.9
5,53,Yes,8,2,59.5
9,72,Yes,9,8,87.3
2,46,Yes,9,2,48.4
2,63,No,5,8,44.9
6,48,Yes,7,4,66.2
2,50,No,7,9,58.1
4,95,Yes,6,7,62.9
6,62,No,4,8,63.0
5,87,Yes,8,8,74.5
1,90,Yes,4,6,55.4
6,41,No,4,9,62.1
1,54,Yes,8,0,48.8
3,74,Yes,7,7,70.2
5,75,No,9,6,71.1
5,91,No,6,3,72.5
6,93,No,5,5,78.8
8,67,Yes,7,9,93.5
5,78,No,6,1,63.9
1,83,No,9,3,56.2
5,43,Yes,7,7,54.7
3,49,Yes,8,3,57.8
4,45,Yes,4,9,58.4
8,96,Yes,8,3,83.0
7,69,Yes,9,3,64.7
5,93,Yes,5,9,77.5
2,85,No,8,8,71.0
6,74,No,9,1,64.2
6,88,Yes,4,6,82.2
6,82,No,7,2,76.4
9,49,No,6,3,55.4
8,97,No,9,0,75.2
8,92,No,9,2,83.0
1,71,Yes,5,1,51.8
5,81,Yes,7,9,77.2
7,81,No,9,6,83.5
6,42,Yes,9,5,58.8
5,95,No,6,0,64.1
8,65,No,4,7,74.7
3,54,Yes,8,8,61.5
6,56,No,7,0,62.1
5,66,Yes,6,4,69.9
8,57,Yes,6,6,73.2
4,90,Yes,8,1,65.7
8,58,Yes,7,5,78.7
2,51,Yes,7,7,55.1
9,63,Yes,4,7,79.8
9,44,Yes,7,9,77.2
6,63,Yes,9,9,83.7
4,66,Yes,8,7,66.2
4,87,No,7,5,66.1
6,69,Yes,4,5,69.0
5,54,No,6,2,52.8
6,86,Yes,9,1,74.1
7,98,No,7,4,73.1
7,77,Yes,8,8,87.5
9,83,Yes,7,3,74.2
8,73,Yes,5,4,80.8
6,66,No,4,5,60.6
6,59,No,6,5,64.4
5,80,Yes,5,3,63.1
1,71,No,8,3,51.4
9,43,Yes,7,7,70.2
9,44,No,4,4,72.4
9,92,No,9,4,86.4
8,97,No,7,8,97.7
3,47,Yes,7,3,43.2
1,61,No,7,6,48.4
8,81,No,9,4,78.1
7,46,Yes,7,8,69.4
5,61,Yes,4,7,67.0
7,85,No,9,7,88.3
4,69,No,9,9,75.1
9,76,Yes,5,9,86.0
2,55,Yes,8,2,48.6
9,54,Yes,9,8,81.4
9,44,Yes,5,7,80.9
5,42,Yes,4,2,42.7
1,62,No,8,9,55.9
7,49,Yes,9,0,60.9
4,44,Yes,6,4,46.5
9,62,No,5,3,73.0
6,54,Yes,4,7,71.2
3,57,Yes,4,5,47.9
6,64,Yes,4,9,70.2
6,47,No,8,4,65.8
5,70,Yes,7,8,75.7
2,60,Yes,6,5,51.9
2,41,Yes,8,2,38.6
7,61,Yes,8,5,72.1
2,47,No,9,3,44.6
6,62,No,5,4,64.5
5,71,Yes,6,5,67.9
4,47,Yes,4,8,53.2
7,43,Yes,8,2,58.1
8,69,Yes,6,0,62.0
4,58,Yes,5,1,49.0
1,62,Yes,7,7,67.1
1,57,Yes,6,3,56.7
1,92,No,4,6,59.9
1,68,Yes,8,1,39.4
5,62,No,7,9,75.4
4,72,No,5,7,67.6
9,91,Yes,4,9,100.0
3,86,No,7,8,71.8
7,57,No,9,6,70.7
8,93,No,9,9,91.7
6,83,Yes,5,0,68.8
1,72,No,4,1,39.4
8,46,No,8,8,73.1
3,90,Yes,5,9,72.5
8,67,Yes,7,6,91.3
4,40,No,4,2,37.9
8,95,Yes,9,4,94.0
1,78,Yes,9,0,53.5
3,73,No,6,9,55.6
6,78,No,4,2,73.3
9,58,No,7,3,61.9
2,70,Yes,7,3,50.0
1,52,No,6,6,42.8
3,96,No,7,4,63.8
4,63,Yes,4,8,63.1
5,44,Yes,9,6,59.7
3,62,Yes,5,1,54.6
2,58,Yes,9,7,63.7
2,40,No,9,1,35.4
7,72,No,4,6,67.1
9,98,No,7,4,86.4
2,89,Yes,6,9,68.1
7,95,No,6,5,75.5
7,72,Yes,8,3,79.0
7,71,Yes,6,4,70.9
3,98,Yes,6,4,71.7
7,67,No,7,6,74.1
1,76,Yes,5,3,57.6
1,80,No,5,4,55.5
5,51,No,7,3,56.2
2,48,No,6,3,52.7
9,89,Yes,4,7,86.6
7,94,No,9,4,82.7
4,50,No,9,8,66.8
4,72,Yes,5,4,65.5
2,58,No,7,7,50.3
5,93,Yes,4,2,67.5
4,96,No,6,6,73.5
1,81,Yes,7,0,61.1
8,73,Yes,5,4,79.0
3,46,Yes,4,1,45.3
6,70,Yes,4,7,70.1
4,91,Yes,5,5,67.1
9,41,No,4,4,59.8
7,58,No,9,2,67.9
9,77,No,5,0,77.2
3,71,No,9,9,63.3
1,49,Yes,7,9,64.5
5,80,Yes,8,9,86.9
3,47,No,6,9,61.3
6,65,Yes,7,7,79.2
8,69,No,9,4,75.1
4,50,Yes,6,8,61.4
5,80,Yes,6,6,76.9
5,59,No,9,0,53.4
4,99,No,9,0,68.3
4,59,Yes,5,6,56.8
4,48,No,8,6,61.1
4,47,No,9,8,61.6
4,99,No,6,1,62.6
5,54,No,6,6,56.0
2,73,Yes,7,1,48.4
2,63,Yes,8,9,58.6
9,72,Yes,8,9,95.4
2,80,Yes,6,1,50.0
6,80,No,8,4,72.8
2,84,No,7,8,73.2
5,79,No,5,8,72.0
4,66,Yes,6,9,69.6
7,60,Yes,4,0,57.2
7,44,Yes,6,6,67.6
6,74,Yes,6,9,78.3
5,60,No,5,9,71.3
1,43,No,9,2,38.9
3,88,No,9,9,74.5
9,87,Yes,4,9,91.6
1,55,Yes,4,0,40.2
5,96,Yes,4,1,63.6
2,70,Yes,9,5,63.6
4,65,Yes,5,9,70.9
1,91,Yes,8,1,51.5
3,74,No,4,1,40.9
7,45,Yes,8,3,61.9
3,72,Yes,7,2,60.8
4,60,Yes,5,7,55.1
2,55,No,8,7,50.6
3,86,No,9,5,71.8
9,78,Yes,9,3,79.9
3,73,No,4,6,62.8
5,81,No,4,8,85.2
2,96,No,8,1,55.3
4,99,Yes,9,5,87.5
7,54,No,8,6,71.7
7,45,No,7,0,49.0
